Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,name_norm,position,college,college_norm,player_id
James Hanna,,DAL,6,186,2012,Oklahoma,2008,2011,54.0,,,,,,,,,,,,,,TE,Oklahoma,,,,,,,,,,13.3,52.0,720.0,13.8,9.0,,,,,,,,,,james hanna,TE,Oklahoma,oklahoma,216.0
Josh Bush,,NYJ,6,187,2012,Wake Forest,2008,2011,46.0,,,,,,,,,,,,,,DB,Wake Forest,,,,,,,,,,,,,,,,,,,,,7.0,0.0,8.0,josh bush,DB,Wake Forest,wake forest,
Danny Trevathan,,DEN,6,188,2012,Kentucky,2008,2011,51.0,,,,,,,,,,,,,,LB,Kentucky,,,,,,,,,,,,,,,6.0,198.0,176.0,374.0,32.5,0.1176470588235294,,,,danny trevathan,LB,Kentucky,kentucky,
Markelle Martin,,OTI,6,190,2012,Oklahoma State,2008,2011,48.0,,,,,,,,,,,,,,DB,Oklahoma State,,,,,,,,,,,,,,,,,,,,,3.0,1.0,26.0,markelle martin,DB,Oklahoma State,oklahoma state,
Dan Herron,,CIN,6,191,2012,Ohio State,2008,2011,41.0,,,,,,,,,,,,,,RB,Ohio State,70.0,592.0,2869.0,4.8,32.0,44.0,7.0,1.0,7.5,,,,,,,,,,,,,,,dan herron,RB,Ohio State,ohio state,
Charles Mitchell,,ATL,6,192,2012,Mississippi State,2008,2011,50.0,,,,,,,,,,,,,,DB,Mississippi State,,,,,,,,,,,,,,,,,,,,,4.0,1.0,5.0,charles mitchell,DB,Mississippi State,mississippi state,
Marvin McNutt,-5.3,PHI,6,194,2012,Iowa,2008,2008,3.0,1.0,3.0,2.0,33.3,10.0,0.0,1.0,0.0,33.3,3.3,-11.67,10.0,3.3,QB,Iowa,,,,,,,,,,,,,,,,,,,,,,,,marvin mcnutt,QB,Iowa,iowa,
Marvin McNutt,,PHI,6,194,2012,Iowa,2009,2011,39.0,,,,,,,,,,,,,,WR,Iowa,,,,,,,,,,73.1,169.0,2850.0,16.9,28.0,,,,,,,,,,marvin mcnutt,WR,Iowa,iowa,325.0
Nick Mondek,,HTX,6,195,2012,Purdue,2011,2011,13.0,,,,,,,,,,,,,,OL,Purdue,,,,,,,,,,,,,,,,,,,,,,,,nick mondek,OL,Purdue,purdue,
Nick Mondek,,HTX,6,195,2012,Purdue,2008,2009,23.0,,,,,,,,,,,,,,DL,Purdue,,,,,,,,,,,,,,,2.0,11.0,4.0,15.0,3.0,0.0869565217391304,,,,nick mondek,DL,Purdue,purdue,
Jonte Green,,DET,6,196,2012,New Mexico State,2009,2011,38.0,,,,,,,,,,,,,,DB,New Mexico State,,,,,,,,,,,,,,,,,,,,,2.0,0.0,29.0,jonte green,DB,New Mexico State,new mexico state,
Nate Ebner,,NWE,6,197,2012,Ohio State,2009,2011,36.0,,,,,,,,,,,,,,DB,Ohio State,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,nate ebner,DB,Ohio State,ohio state,
Tommy Streeter,,RAV,6,198,2012,Miami (FL),2009,2011,30.0,,,,,,,,,,,,,,WR,Miami (FL),,,,,,,,,,32.2,52.0,967.0,18.6,9.0,,,,,,,,,,tommy streeter,WR,Miami (FL),miami (fl),328.0
Brandon Washington,,PHI,6,200,2012,Miami (FL),2010,2010,13.0,,,,,,,,,,,,,,OL,Miami (FL),,,,,,,,,,,,,,,,,,,,,,,,brandon washington,OL,Miami (FL),miami (fl),
Terrance Ganaway,,NYJ,6,202,2012,Baylor,2007,2011,51.0,,,,,,,,,,,,,,RB,BaylorHouston,50.8,473.0,2592.0,5.5,34.0,12.0,11.1,1.0,2.6,,,,,,,,,,,,,,,terrance ganaway,RB,Baylor,baylor,92.0
Emmanuel Acho,,CLE,6,204,2012,Texas,2008,2011,48.0,,,,,,,,,,,,,,LB,Texas,,,,,,,,,,,,,,,7.0,142.0,98.0,240.0,32.5,0.1458333333333333,,,,emmanuel acho,LB,Texas,texas,
Billy Winn,,CLE,6,205,2012,Boise State,2008,2011,53.0,,,,,,,,,,,,,,DL,Boise State,,,,,,,,,,,,,,,16.0,64.0,69.0,133.0,36.5,0.3018867924528302,,,,billy winn,DL,Boise State,boise state,
Lavon Brazill,,CLT,6,206,2012,Ohio,2007,2011,49.0,,,,,,,,,,,,,,WR,Ohio,,,,,,,,,,51.3,187.0,2515.0,13.4,18.0,,,,,,,,,,lavon brazill,WR,Ohio,ohio,311.0
Aaron Brown,,RAM,7,209,2012,Hawaii,2009,2011,29.0,,,,,,,,,,,,,,DB,Hawaii,,,,,,,,,,,,,,,,,,,,,6.0,2.0,9.0,aaron brown,DB,Hawaii,hawaii,
Audie Cole,,MIN,7,210,2012,North Carolina State,2008,2011,51.0,,,,,,,,,,,,,,LB,North Carolina State,,,,,,,,,,,,,,,14.0,147.0,129.0,276.0,32.0,0.2745098039215686,,,,audie cole,LB,North Carolina State,north carolina state,
Scott Solomon,,OTI,7,211,2012,Rice,2007,2011,47.0,,,,,,,,,,,,,,DL,Rice,,,,,,,,,,,,,,,24.0,130.0,77.0,207.0,43.5,0.5106382978723404,,,,scott solomon,DL,Rice,rice,
Michael Smith,,TAM,7,212,2012,Utah State,2009,2011,28.0,,,,,,,,,,,,,,RB,Utah State,46.9,184.0,1313.0,7.1,15.0,38.0,11.2,4.0,15.1,,,,,,,,,,,,,,,michael smith,RB,Utah State,utah state,
Richard Crawford,,WAS,7,213,2012,SMU,2010,2011,27.0,,,,,,,,,,,,,,DB,SMU,,,,,,,,,,,,,,,,,,,,,6.0,0.0,21.0,richard crawford,DB,SMU,smu,
Tim Fugger,,CLT,7,214,2012,Vanderbilt,2008,2011,46.0,,,,,,,,,,,,,,DL,Vanderbilt,,,,,,,,,,,,,,,11.0,53.0,37.0,90.0,20.5,0.2391304347826087,,,,tim fugger,DL,Vanderbilt,vanderbilt,
Kheeston Randall,,MIA,7,215,2012,Texas,2008,2011,46.0,,,,,,,,,,,,,,DL,Texas,,,,,,,,,,,,,,,5.0,45.0,44.0,89.0,18.5,0.108695652173913,,,,kheeston randall,DL,Texas,texas,
D.J. Campbell,,CAR,7,216,2012,California,2008,2011,46.0,,,,,,,,,,,,,,DB,California,,,,,,,,,,,,,,,,,,,,,2.0,0.0,7.0,d j campbell,DB,California,california,
Jordan Bernstine,,WAS,7,217,2012,Iowa,2007,2011,36.0,,,,,,,,,,,,,,DB,Iowa,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,jordan bernstine,DB,Iowa,iowa,
Jerome Long,,KAN,7,218,2012,San Diego State,2008,2011,49.0,,,,,,,,,,,,,,DL,San Diego State,,,,,,,,,,,,,,,9.0,92.0,70.0,162.0,17.5,0.1836734693877551,,,,jerome long,DL,San Diego State,san diego state,
Trevor Guyton,,MIN,7,219,2012,California,2008,2011,43.0,,,,,,,,,,,,,,DL,California,,,,,,,,,,,,,,,11.0,37.0,54.0,91.0,25.0,0.2558139534883721,,,,trevor guyton,DL,California,california,
Greg McCoy,,CHI,7,220,2012,Texas Christian,2007,2011,52.0,,,,,,,,,,,,,,DB,Texas Christian,,,,,,,,,,,,,,,,,,,,,7.0,0.0,10.0,greg mccoy,DB,Texas Christian,texas christian,
Nate Potter,,CRD,7,221,2012,Boise State,2011,2011,,,,,,,,,,,,,,,OL,Boise State,,,,,,,,,,,,,,,,,,,,,,,,nate potter,OL,Boise State,boise state,
Travis Lewis,,DET,7,223,2012,Oklahoma,2008,2011,53.0,,,,,,,,,,,,,,LB,Oklahoma,,,,,,,,,,,,,,,7.0,243.0,203.0,446.0,31.0,0.1320754716981132,,,,travis lewis,LB,Oklahoma,oklahoma,
Alfonzo Dennard,,NWE,7,224,2012,Nebraska,2008,2011,47.0,,,,,,,,,,,,,,DB,Nebraska,,,,,,,,,,,,,,,,,,,,,4.0,1.0,13.0,alfonzo dennard,DB,Nebraska,nebraska,
Jr Sweezy,,SEA,7,225,2012,North Carolina State,2008,2011,36.0,,,,,,,,,,,,,,DL,North Carolina State,,,,,,,,,,,,,,,10.0,41.0,56.0,97.0,22.0,0.2777777777777778,,,,sweezy,DL,North Carolina State,north carolina state,
David Molk,,SDG,7,226,2012,Michigan,2008,2011,12.0,,,,,,,,,,,,,,OL,Michigan,,,,,,,,,,,,,,,,,,,,,,,,david molk,OL,Michigan,michigan,
Rishard Matthews,,MIA,7,227,2012,Nevada,2010,2011,26.0,,,,,,,,,,,,,,WR,Nevada,,,,,,,,,,86.3,147.0,2243.0,15.3,13.0,,,,,,,,,,rishard matthews,WR,Nevada,nevada,324.0
Bryce Brown,,PHI,7,229,2012,Kansas State,2009,2011,14.0,,,,,,,,,,,,,,RB,Kansas StateTennessee,34.0,104.0,476.0,4.6,3.0,11.0,12.7,1.0,10.0,,,,,,,,,,,,,,,bryce brown,RB,Kansas State,kansas state,
Nathan Stupar,,RAI,7,230,2012,Penn State,2008,2011,52.0,,,,,,,,,,,,,,LB,Penn State,,,,,,,,,,,,,,,5.0,100.0,105.0,205.0,14.5,0.0961538461538461,,,,nathan stupar,LB,Penn State,penn state,
Toney Clemons,,PIT,7,231,2012,Colorado,2007,2011,43.0,,,,,,,,,,,,,,WR,ColoradoMichigan,,,,,,,,,,29.5,98.0,1268.0,12.9,11.0,,,,,,,,,,toney clemons,WR,Colorado,colorado,
Greg Scruggs,,SEA,7,232,2012,Louisville,2008,2011,42.0,,,,,,,,,,,,,,DL,Louisville,,,,,,,,,,,,,,,8.0,38.0,23.0,61.0,19.0,0.1904761904761904,,,,greg scruggs,DL,Louisville,louisville,
Drake Dunsmore,,TAM,7,233,2012,Northwestern,2007,2011,51.0,,,,,,,,,,,,,,TE,Northwestern,,,,,,,,,,30.7,143.0,1567.0,11.0,14.0,,,,,,,,,,drake dunsmore,TE,Northwestern,northwestern,
Jeremy Ebert,,NWE,7,235,2012,Northwestern,2008,2011,52.0,,,,,,,,,,,,,,WR,Northwestern,,,,,,,,,,46.2,173.0,2400.0,13.9,21.0,,,,,,,,,,jeremy ebert,WR,Northwestern,northwestern,
Deangelo Tyson,,RAV,7,236,2012,Georgia,2008,2011,50.0,,,,,,,,,,,,,,DL,Georgia,,,,,,,,,,,,,,,3.0,28.0,51.0,79.0,8.5,0.06,,,,deangelo tyson,DL,Georgia,georgia,
Cam Johnson,,SFO,7,237,2012,Virginia,2008,2011,42.0,,,,,,,,,,,,,,LB,Virginia,,,,,,,,,,,,,,,12.0,74.0,56.0,130.0,32.5,0.2857142857142857,,,,cam johnson,LB,Virginia,virginia,
Junior Hemingway,,KAN,7,238,2012,Michigan,2007,2011,47.0,,,,,,,,,,,,,,WR,Michigan,,,,,,,,,,34.9,88.0,1638.0,18.6,11.0,,,,,,,,,,junior hemingway,WR,Michigan,michigan,318.0
Markus Kuhn,,NYG,7,239,2012,North Carolina State,2007,2011,48.0,,,,,,,,,,,,,,DL,North Carolina State,,,,,,,,,,,,,,,8.0,61.0,54.0,115.0,18.5,0.1666666666666666,,,,markus kuhn,DL,North Carolina State,north carolina state,
David Paulson,,PIT,7,240,2012,Oregon,2009,2011,40.0,,,,,,,,,,,,,,TE,Oregon,,,,,,,,,,26.0,67.0,1041.0,15.5,10.0,,,,,,,,,,david paulson,TE,Oregon,oregon,217.0
Andrew Datko,,GNB,7,241,2012,Florida State,2009,2009,13.0,,,,,,,,,,,,,,OL,Florida State,,,,,,,,,,,,,,,,,,,,,,,,andrew datko,OL,Florida State,florida state,
Antonio Allen,,NYJ,7,242,2012,South Carolina,2008,2009,14.0,,,,,,,,,,,,,,LB,South Carolina,,,,,,,,,,,,,,,0.0,25.0,15.0,40.0,0.0,0.0,,,,antonio allen,LB,South Carolina,south carolina,
Antonio Allen,,NYJ,7,242,2012,South Carolina,2010,2011,24.0,,,,,,,,,,,,,,DB,South Carolina,,,,,,,,,,,,,,,,,,,,,4.0,2.0,0.0,antonio allen,DB,South Carolina,south carolina,
Jordan White,,NYJ,7,244,2012,Western Michigan,2007,2011,43.0,,,,,,,,,,,,,,WR,Western Michigan,,,,,,,,,,97.4,306.0,4187.0,13.7,32.0,,,,,,,,,,jordan white,WR,Western Michigan,western michigan,330.0
Trevin Wade,,CLE,7,245,2012,Arizona,2008,2011,50.0,,,,,,,,,,,,,,DB,Arizona,,,,,,,,,,,,,,,,,,,,,12.0,2.0,0.0,trevin wade,DB,Arizona,arizona,
Terrence Frederick,,PIT,7,246,2012,Texas A&M,2008,2011,50.0,,,,,,,,,,,,,,DB,Texas A&M,,,,,,,,,,,,,,,,,,,,,4.0,0.0,3.0,terrence frederick,DB,Texas A&M,texas a&m,
Brad Smelley,,CLE,7,247,2012,Alabama,2008,2011,46.0,,,,,,,,,,,,,,TE,Alabama,,,,,,,,,,12.2,54.0,559.0,10.4,4.0,,,,,,,,,,brad smelley,TE,Alabama,alabama,
Travian Robertson,,ATL,7,249,2012,South Carolina,2007,2011,56.0,,,,,,,,,,,,,,DL,South Carolina,,,,,,,,,,,,,,,6.0,71.0,52.0,123.0,21.0,0.1071428571428571,,,,travian robertson,DL,South Carolina,south carolina,
Edwin Baker,,SDG,7,250,2012,Michigan State,2009,2011,35.0,,,,,,,,,,,,,,RB,Michigan State,65.5,462.0,2293.0,5.0,19.0,15.0,8.3,1.0,3.6,,,,,,,,,,,,,,,edwin baker,RB,Michigan State,michigan state,
Chandler Harnish,145.1,CLT,7,253,2012,Northern Illinois,2008,2011,47.0,687.0,1110.0,423.0,61.9,8944.0,68.0,26.0,6.1,2.3,8.1,8.23,13.0,190.3,QB,Northern Illinois,,,,,,,,,,,,,,,,,,,,,,,,chandler harnish,QB,Northern Illinois,northern illinois,14.0
Luke Joeckel,,JAX,1,2,2013,Texas A&M,2011,2011,13.0,,,,,,,,,,,,,,OL,Texas A&M,,,,,,,,,,,,,,,,,,,,,,,,luke joeckel,OL,Texas A&M,texas a&m,
Dion Jordan,,MIA,1,3,2013,Oregon,2009,2009,6.0,,,,,,,,,,,,,,WR,Oregon,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,dion jordan,WR,Oregon,oregon,
Dion Jordan,,MIA,1,3,2013,Oregon,2010,2012,39.0,,,,,,,,,,,,,,DL,Oregon,,,,,,,,,,,,,,,14.0,72.0,47.0,119.0,29.0,0.358974358974359,,,,dion jordan,DL,Oregon,oregon,
Lane Johnson,,PHI,1,4,2013,Oklahoma,2011,2011,13.0,,,,,,,,,,,,,,OL,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,lane johnson,OL,Oklahoma,oklahoma,
Ezekiel Ansah,,DET,1,5,2013,BYU,2010,2012,31.0,,,,,,,,,,,,,,DL,BYU,,,,,,,,,,,,,,,4.0,39.0,33.0,72.0,13.0,0.1290322580645161,,,,ezekiel ansah,DL,BYU,byu,
Barkevious Mingo,,CLE,1,6,2013,LSU,2010,2012,40.0,,,,,,,,,,,,,,DL,LSU,,,,,,,,,,,,,,,15.0,60.0,59.0,119.0,29.0,0.375,,,,barkevious mingo,DL,LSU,lsu,
Jonathan Cooper,,CRD,1,7,2013,North Carolina,2010,2011,26.0,,,,,,,,,,,,,,OL,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,jonathan cooper,OL,North Carolina,north carolina,
Tavon Austin,,RAM,1,8,2013,West Virginia,2009,2011,39.0,,,,,,,,,,,,,,RB,West Virginia,10.0,38.0,390.0,10.3,3.0,174.0,12.2,17.0,54.5,,,,,,,,,,,,,,,tavon austin,RB,West Virginia,west virginia,
Tavon Austin,,RAM,1,8,2013,West Virginia,2012,2012,13.0,,,,,,,,,,,,,,WR,West Virginia,,,,,,,,,,99.2,114.0,1289.0,11.3,12.0,,,,,,,,,,tavon austin,WR,West Virginia,west virginia,334.0
Dee Milliner,,NYJ,1,9,2013,Alabama,2010,2012,39.0,,,,,,,,,,,,,,DB,Alabama,,,,,,,,,,,,,,,,,,,,,6.0,1.0,17.0,dee milliner,DB,Alabama,alabama,
Chance Warmack,,OTI,1,10,2013,Alabama,2012,2012,14.0,,,,,,,,,,,,,,OL,Alabama,,,,,,,,,,,,,,,,,,,,,,,,chance warmack,OL,Alabama,alabama,
D.J. Fluker,,SDG,1,11,2013,Alabama,2011,2011,13.0,,,,,,,,,,,,,,OL,Alabama,,,,,,,,,,,,,,,,,,,,,,,,d j fluker,OL,Alabama,alabama,
D.J. Hayden,,RAI,1,12,2013,Houston,2011,2012,22.0,,,,,,,,,,,,,,DB,Houston,,,,,,,,,,,,,,,,,,,,,6.0,3.0,11.0,d j hayden,DB,Houston,houston,
Sheldon Richardson,,NYJ,1,13,2013,Missouri,2011,2012,24.0,,,,,,,,,,,,,,DL,Missouri,,,,,,,,,,,,,,,6.0,54.0,58.0,112.0,18.5,0.25,,,,sheldon richardson,DL,Missouri,missouri,
Star Lotulelei,,CAR,1,14,2013,Utah,2010,2012,38.0,,,,,,,,,,,,,,DL,Utah,,,,,,,,,,,,,,,7.0,48.0,59.0,107.0,21.5,0.1842105263157894,,,,star lotulelei,DL,Utah,utah,
Kenny Vaccaro,,NOR,1,15,2013,Texas,2009,2012,50.0,,,,,,,,,,,,,,DB,Texas,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,kenny vaccaro,DB,Texas,texas,
E.J. Manuel,150.4,BUF,1,16,2013,Florida State,2009,2012,43.0,600.0,897.0,297.0,66.9,7741.0,47.0,28.0,5.2,3.1,8.6,8.27,12.9,180.0,QB,Florida State,,,,,,,,,,,,,,,,,,,,,,,,e j manuel,QB,Florida State,florida state,
Jarvis Jones,,PIT,1,17,2013,Georgia,2009,2012,34.0,,,,,,,,,,,,,,LB,GeorgiaUSC,,,,,,,,,,,,,,,28.0,96.0,72.0,168.0,45.5,0.8235294117647058,,,,jarvis jones,LB,Georgia,georgia,
Eric Reid,,SFO,1,18,2013,LSU,2010,2012,39.0,,,,,,,,,,,,,,DB,LSU,,,,,,,,,,,,,,,,,,,,,6.0,0.0,4.0,eric reid,DB,LSU,lsu,
Justin Pugh,,NYG,1,19,2013,Syracuse,2011,2012,21.0,,,,,,,,,,,,,,OL,Syracuse,,,,,,,,,,,,,,,,,,,,,,,,justin pugh,OL,Syracuse,syracuse,
Tyler Eifert,,CIN,1,21,2013,Notre Dame,2010,2012,37.0,,,,,,,,,,,,,,TE,Notre Dame,,,,,,,,,,49.7,140.0,1840.0,13.1,11.0,,,,,,,,,,tyler eifert,TE,Notre Dame,notre dame,219.0
Desmond Trufant,,ATL,1,22,2013,Washington,2009,2012,50.0,,,,,,,,,,,,,,DB,Washington,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,desmond trufant,DB,Washington,washington,
Shariff Floyd,,MIN,1,23,2013,Florida,2011,2012,24.0,,,,,,,,,,,,,,DL,Florida,,,,,,,,,,,,,,,4.0,48.0,44.0,92.0,19.5,0.1666666666666666,,,,shariff floyd,DL,Florida,florida,
Bjoern Werner,,CLT,1,24,2013,Florida State,2010,2012,41.0,,,,,,,,,,,,,,DL,Florida State,,,,,,,,,,,,,,,23.0,63.0,36.0,99.0,35.0,0.5609756097560976,,,,bjoern werner,DL,Florida State,florida state,
Xavier Rhodes,,MIN,1,25,2013,Florida State,2010,2012,41.0,,,,,,,,,,,,,,DB,Florida State,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,xavier rhodes,DB,Florida State,florida state,
Datone Jones,,GNB,1,26,2013,UCLA,2008,2012,51.0,,,,,,,,,,,,,,DL,UCLA,,,,,,,,,,,,,,,12.0,90.0,58.0,148.0,36.5,0.2352941176470588,,,,datone jones,DL,UCLA,ucla,
Deandre Hopkins,,HTX,1,27,2013,Clemson,2010,2012,39.0,,,,,,,,,,,,,,WR,Clemson,,,,,,,,,,77.4,206.0,3020.0,14.7,27.0,,,,,,,,,,deandre hopkins,WR,Clemson,clemson,340.0
Sylvester Williams,,DEN,1,28,2013,North Carolina,2011,2012,25.0,,,,,,,,,,,,,,DL,North Carolina,,,,,,,,,,,,,,,8.0,44.0,52.0,96.0,20.5,0.32,,,,sylvester williams,DL,North Carolina,north carolina,
Cordarrelle Patterson,,MIN,1,29,2013,Tennessee,2012,2012,12.0,,,,,,,,,,,,,,WR,Tennessee,,,,,,,,,,64.8,46.0,778.0,16.9,5.0,,,,,,,,,,cordarrelle patterson,WR,Tennessee,tennessee,344.0
Alec Ogletree,,RAM,1,30,2013,Georgia,2011,2012,18.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,6.0,104.0,59.0,163.0,19.0,0.3333333333333333,,,,alec ogletree,LB,Georgia,georgia,
Alec Ogletree,,RAM,1,30,2013,Georgia,2010,2010,12.0,,,,,,,,,,,,,,DB,Georgia,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,alec ogletree,DB,Georgia,georgia,
Travis Frederick,,DAL,1,31,2013,Wisconsin,2011,2012,27.0,,,,,,,,,,,,,,OL,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,travis frederick,OL,Wisconsin,wisconsin,
Matt Elam,,RAV,1,32,2013,Florida,2010,2012,39.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,matt elam,DB,Florida,florida,
Jonathan Cyprien,,JAX,2,33,2013,Florida International,2009,2012,50.0,,,,,,,,,,,,,,DB,Florida International,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,jonathan cyprien,DB,Florida International,florida international,
Justin Hunter,,OTI,2,34,2013,Tennessee,2010,2012,28.0,,,,,,,,,,,,,,WR,Tennessee,,,,,,,,,,64.7,106.0,1812.0,17.1,18.0,,,,,,,,,,justin hunter,WR,Tennessee,tennessee,341.0
Zach Ertz,,PHI,2,35,2013,Stanford,2010,2012,37.0,,,,,,,,,,,,,,TE,Stanford,,,,,,,,,,38.8,112.0,1434.0,12.8,15.0,,,,,,,,,,zach ertz,TE,Stanford,stanford,220.0
Darius Slay,,DET,2,36,2013,Mississippi State,2011,2012,26.0,,,,,,,,,,,,,,DB,Mississippi State,,,,,,,,,,,,,,,,,,,,,6.0,2.0,0.0,darius slay,DB,Mississippi State,mississippi state,
Giovani Bernard,,CIN,2,37,2013,North Carolina,2011,2012,23.0,,,,,,,,,,,,,,RB,North Carolina,107.9,423.0,2481.0,5.9,25.0,92.0,9.3,6.0,37.0,,,,,,,,,,,,,,,giovani bernard,RB,North Carolina,north carolina,103.0
Manti Te'o,,SDG,2,38,2013,Notre Dame,2009,2012,51.0,,,,,,,,,,,,,,LB,Notre Dame,,,,,,,,,,,,,,,8.0,212.0,225.0,437.0,34.0,0.1568627450980392,,,,manti te o,LB,Notre Dame,notre dame,
Geno Smith,153.5,NYJ,2,39,2013,West Virginia,2009,2012,44.0,988.0,1465.0,477.0,67.4,11662.0,98.0,21.0,6.7,1.4,8.0,8.65,11.8,265.0,QB,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,geno smith,QB,West Virginia,west virginia,21.0
Cornellius Carradine,,SFO,2,40,2013,Florida State,2011,2012,25.0,,,,,,,,,,,,,,DL,Florida State,,,,,,,,,,,,,,,16.0,71.0,47.0,118.0,21.0,0.64,,,,cornellius carradine,DL,Florida State,florida state,
Robert Woods,,BUF,2,41,2013,USC,2010,2012,38.0,,,,,,,,,,,,,,WR,USC,,,,,,,,,,77.1,252.0,2930.0,11.6,32.0,,,,,,,,,,robert woods,WR,USC,usc,
Johnthan Banks,,TAM,2,43,2013,Mississippi State,2009,2012,51.0,,,,,,,,,,,,,,DB,Mississippi State,,,,,,,,,,,,,,,,,,,,,16.0,3.0,0.0,johnthan banks,DB,Mississippi State,mississippi state,
Kawann Short,,CAR,2,44,2013,Purdue,2009,2012,50.0,,,,,,,,,,,,,,DL,Purdue,,,,,,,,,,,,,,,19.0,124.0,62.0,186.0,49.0,0.38,,,,kawann short,DL,Purdue,purdue,
Kevin Minter,,CRD,2,45,2013,LSU,2010,2012,37.0,,,,,,,,,,,,,,LB,LSU,,,,,,,,,,,,,,,5.0,81.0,125.0,206.0,18.5,0.1351351351351351,,,,kevin minter,LB,LSU,lsu,
Kiko Alonso,,BUF,2,46,2013,Oregon,2009,2012,37.0,,,,,,,,,,,,,,LB,Oregon,,,,,,,,,,,,,,,3.0,99.0,45.0,144.0,21.0,0.081081081081081,,,,kiko alonso,LB,Oregon,oregon,
Gavin Escobar,,DAL,2,47,2013,San Diego State,2010,2012,39.0,,,,,,,,,,,,,,TE,San Diego State,,,,,,,,,,42.2,122.0,1646.0,13.5,17.0,,,,,,,,,,gavin escobar,TE,San Diego State,san diego state,
Le'Veon Bell,,PIT,2,48,2013,Michigan State,2010,2012,40.0,,,,,,,,,,,,,,RB,Michigan State,83.7,671.0,3346.0,5.0,33.0,78.0,6.8,1.0,13.3,,,,,,,,,,,,,,,le veon bell,RB,Michigan State,michigan state,
Johnathan Hankins,,NYG,2,49,2013,Ohio State,2010,2012,38.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,5.0,58.0,80.0,138.0,16.5,0.131578947368421,,,,johnathan hankins,DL,Ohio State,ohio state,
Jonathan Bostic,,CHI,2,50,2013,Florida,2010,2012,39.0,,,,,,,,,,,,,,LB,Florida,,,,,,,,,,,,,,,7.0,141.0,78.0,219.0,19.0,0.1794871794871795,,,,jonathan bostic,LB,Florida,florida,
David Amerson,,WAS,2,51,2013,North Carolina State,2010,2012,39.0,,,,,,,,,,,,,,DB,North Carolina State,,,,,,,,,,,,,,,,,,,,,18.0,3.0,0.0,david amerson,DB,North Carolina State,north carolina state,
Jamie Collins,,NWE,2,52,2013,Southern Mississippi,2011,2012,26.0,,,,,,,,,,,,,,DL,Southern Mississippi,,,,,,,,,,,,,,,16.0,124.0,66.0,190.0,39.5,0.6153846153846154,,,,jamie collins,DL,Southern Mississippi,southern mississippi,
Jamie Collins,,NWE,2,52,2013,Southern Mississippi,2009,2010,26.0,,,,,,,,,,,,,,DB,Southern Mississippi,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,jamie collins,DB,Southern Mississippi,southern mississippi,
Margus Hunt,,CIN,2,53,2013,SMU,2009,2012,53.0,,,,,,,,,,,,,,DL,SMU,,,,,,,,,,,,,,,16.0,60.0,52.0,112.0,28.0,0.3018867924528302,,,,margus hunt,DL,SMU,smu,
Jamar Taylor,,MIA,2,54,2013,Boise State,2008,2012,49.0,,,,,,,,,,,,,,DB,Boise State,,,,,,,,,,,,,,,,,,,,,7.0,1.0,2.0,jamar taylor,DB,Boise State,boise state,
Vance McDonald,,SFO,2,55,2013,Rice,2009,2012,42.0,,,,,,,,,,,,,,TE,Rice,,,,,,,,,,35.8,119.0,1504.0,12.6,15.0,,,,,,,,,,vance mcdonald,TE,Rice,rice,225.0
Arthur Brown,,RAV,2,56,2013,Kansas State,2008,2012,50.0,,,,,,,,,,,,,,LB,Kansas StateMiami (FL),,,,,,,,,,,,,,,3.0,132.0,86.0,218.0,17.0,0.06,,,,arthur brown,LB,Kansas State,kansas state,
D.J. Swearinger,,HTX,2,57,2013,South Carolina,2009,2012,52.0,,,,,,,,,,,,,,DB,South Carolina,,,,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,d j swearinger,DB,South Carolina,south carolina,
